Date,Open,High,Low,Close,Adj Close,Volume,BTC total supply,BTC market cap,BTC average daily block size,BTC average computing power of the entire network,BTC average daily transaction fee,BTC mining difficulty,BTC number of daily active addresses,Number of new addresses added per day on BTC,BTC total addresses,BTC number of daily transactions on the chain,BTC full node data size,BTC daily transaction volume on the chain
2019-05-17,7886.92578125,7929.1455078125,7038.12451171875,7343.8955078125,7343.8955078125,30066644905,17705925.0,130030466765.7638,1263009.2,5.0123213030347465e+19,0.0006031553608073922,6702169884349.173,917079.0,440814,512664165,374341,219641.981794,1049834.12532383
2019-05-18,7341.66455078125,7447.27197265625,7251.50439453125,7271.2080078125,7271.2080078125,21354286562,17707800.0,128757095323.86784,1226132.36,5.112531253309668e+19,0.0004551946686703956,6704632680587.417,847077.0,419351,513083516,370975,219825.901648,672940.13243634
2019-05-19,7267.962890625,8261.94140625,7267.962890625,8197.689453125,8197.689453125,25902422040,17709750.0,145179035007.66663,1176302.9935897435,5.120608062920737e+19,0.0003815068447482384,6704632680587.417,762359.0,351611,513435127,331365,220009.404915,639885.6989655601
2019-05-20,8196.923828125,8200.9677734375,7678.78173828125,7978.30908203125,7978.30908203125,23843404340,17711937.5,141311311646.74026,1130245.3885714286,5.174450600964824e+19,0.0004059926967567838,6704632680587.417,812891.0,383107,513818234,378729,220207.197858,687971.60105512
2019-05-21,7977.96923828125,8062.16796875,7843.33984375,7963.32763671875,7963.32763671875,25127245056,17713800.0,141060795613.59872,1265526.4093959732,5.134386284336414e+19,0.0005541341184695864,6704632680587.417,873156.0,434897,514253131,381178,220395.761293,749467.32317655
2019-05-22,7956.2919921875,7997.6123046875,7615.9873046875,7680.06640625,7680.06640625,24719473175,17715762.5,136058234911.1826,1223395.5159235669,5.19032554640154e+19,0.0004848690689662313,6704632680587.417,873280.0,430157,514683288,386334,220587.834389,807858.16750965
2019-05-23,7677.26904296875,7943.79150390625,7533.19677734375,7881.8466796875,7881.8466796875,24457107820,17717837.5,139649279403.47174,1212502.7409638555,5.310178544955826e+19,0.000408773670216801,6704632680587.417,834233.0,405134,515088422,395478,220789.109844,828623.0551939299
2019-05-24,7881.6953125,8140.7197265625,7824.44873046875,7987.37158203125,7987.37158203125,25919126991,17719700.0,141533827935.03784,1230552.7718120806,5.256926066297651e+19,0.00048590881735020034,6704632680587.417,829451.0,397100,515485522,362601,220972.462207,828542.32773844
2019-05-25,7991.88525390625,8117.92578125,7965.97607421875,8052.5439453125,8052.5439453125,22256813107,17721562.5,142703659282.50018,1203986.966442953,5.273981194172409e+19,0.00042176748096473216,6704632680587.417,787372.0,369032,515854554,358939,221151.856265,672636.87306334
2019-05-26,8055.2060546875,8687.5205078125,7924.67041015625,8673.2158203125,8673.2158203125,26677970091,17723587.5,153720503304.67514,1025841.6851851852,5.185141134471821e+19,0.0002927778812413856,6704632680587.417,675006.0,326570,516181124,375097,221318.042618,502957.76357765
2019-05-27,8674.072265625,8907.1748046875,8668.705078125,8805.7783203125,8805.7783203125,27949839564,17725662.5,156088255553.4095,1163482.21686747,5.25083626587544e+19,0.0004104271158196951,6704632680587.417,835850.0,394222,516575346,389407,221511.180666,843342.72396578
2019-05-28,8802.7578125,8807.0166015625,8634.7216796875,8719.9619140625,8719.9619140625,24226919267,17727612.5,154584102674.18085,1242492.0961538462,5.320020680457398e+19,0.0004766561190552246,6704632680587.417,871714.0,404336,516979682,372533,221705.009433,742144.82885688
2019-05-29,8718.591796875,8755.8525390625,8482.728515625,8659.4873046875,8659.4873046875,23473479966,17729837.5,153531310744.28287,1234596.7808988765,5.339937127595611e+19,0.0004932614022607092,6704632680587.417,973724.0,476587,517456269,431546,221924.76766,1167991.2470861298
2019-05-30,8661.7607421875,9008.314453125,8221.2734375,8319.47265625,8319.47265625,29246528551,17731837.5,147519529650.03613,1207493.8625,5.409135629326416e+19,0.00046267232609184896,6704632680587.417,830080.0,401278,517857547,359917,222117.966678,803470.04108494
2019-05-31,8320.2861328125,8586.6591796875,8172.55078125,8574.501953125,8574.501953125,25365190957,17733462.5,152055603449.971,1296907.5846153847,5.234689771065745e+19,0.0006189821210279134,7459680720542.296,821101.0,383264,518240811,324074,222286.564664,1749931.27080032
2019-06-01,8573.83984375,8625.6005859375,8481.578125,8564.0166015625,8564.0166015625,22488303544,17735275.0,151885187232.25745,1240260.9310344828,5.347993904266417e+19,0.0005498538438873708,7459680720542.296,827500.0,386404,518627215,336680,222466.402499,765850.44175444
2019-06-02,8565.4736328125,8809.3037109375,8561.2353515625,8742.9580078125,8742.9580078125,20266216022,17736950.0,155073410678.53503,1206341.037313433,5.305011733968451e+19,0.0004193140286165448,7459680720542.296,724278.0,337681,518964896,310310,222628.052198,604662.93654213
2019-06-03,8741.7470703125,8743.5,8204.185546875,8208.9951171875,8208.9951171875,22004511436,17738475.0,145615049560.6984,1247577.68852459,5.157701498724663e+19,0.0005987952431392456,7459680720542.296,711758.0,327688,519292584,281711,222780.256676,1078510.52621918
2019-06-04,8210.9853515625,8210.9853515625,7564.48876953125,7707.77099609375,7707.77099609375,24609731549,17740200.0,136737395029.03316,1276181.036231884,5.12103808404072e+19,0.0006719595908164242,7459680720542.296,818905.0,409090,519701674,344833,222956.369659,1038829.59256369
2019-06-05,7704.34326171875,7901.84912109375,7668.66845703125,7824.2314453125,7824.2314453125,21760923463,17742300.0,138819863236.7062,1239322.7142857143,5.191217629865025e+19,0.0004423722789512387,7459680720542.296,922920.0,445292,520146966,394370,223164.575875,1115144.5249442
2019-06-06,7819.63330078125,7937.3408203125,7571.47119140625,7822.0234375,7822.0234375,19474611077,17744225.0,138795742850.43735,1182713.4415584416,5.211138196623637e+19,0.0003635608150047265,7459680720542.296,813263.0,388272,520535238,356501,223346.713745,1329228.07996713
2019-06-07,7826.9013671875,8126.1533203125,7788.37353515625,8043.951171875,8043.951171875,19141423231,17746100.0,142748765195.44604,1184736.2533333334,5.3732183696568345e+19,0.000322923270550766,7459680720542.296,816747.0,379939,520915177,346009,223524.424183,746866.11633965
2019-06-08,8036.77490234375,8076.89111328125,7837.61083984375,7954.1279296875,7954.1279296875,16522722810,17747762.5,141167969732.23105,1174577.3383458646,5.262411046175547e+19,0.00025516931245080467,7459680720542.296,715308.0,341552,521256729,316341,223680.642969,675042.24768889
2019-06-09,7949.6748046875,7975.97412109375,7583.2197265625,7688.0771484375,7688.0771484375,16610726547,17749650.0,136460677888.82376,968976.9933774834,5.408836149586496e+19,0.00020477012605677055,7459680720542.296,599882.0,294454,521551183,310971,223826.958495,558971.6473066
2019-06-10,7692.28466796875,8031.90966796875,7586.73095703125,8000.32958984375,8000.32958984375,18689275117,17751625.0,142018854894.03485,1065088.6392405063,5.6131914980392165e+19,0.00027748726709470885,7459680720542.296,732229.0,343783,521894966,333612,223995.2425,769821.14986891
2019-06-11,8004.24365234375,8026.39404296875,7772.8037109375,7927.71435546875,7927.71435546875,17107279932,17753325.0,140743289382.95255,1262490.080882353,5.572955510313607e+19,0.00032763573264576573,7459680720542.296,802630.0,381545,522276511,326174,224166.941151,1359925.69506008
2019-06-12,7925.43408203125,8196.6484375,7862.35986328125,8145.857421875,8145.857421875,19034432883,17755050.0,144630106738.94983,1255260.7028985508,5.396733843226402e+19,0.0003307989465704571,7459680720542.296,814119.0,389040,522665551,337042,224340.167128,916331.85541431
2019-06-13,8145.54541015625,8311.5673828125,8087.06103515625,8230.923828125,8230.923828125,18669407147,17756837.5,146155176936.26227,1265286.2447552448,5.350713526001232e+19,0.0003069243915662823,7459680720542.296,855221.0,418466,523084017,350071,224521.103061,916459.65971347
2019-06-14,8230.8984375,8710.63671875,8183.39306640625,8693.8330078125,8693.8330078125,19831162906,17758837.5,154392364221.38885,1258970.5,5.380663346392686e+19,0.0003071870399222347,7409399249090.253,921824.0,455126,523539143,370345,224722.538341,855516.89209958
2019-06-15,8689.74609375,8859.1279296875,8618.3955078125,8838.375,8838.375,18371033226,17760887.5,156977388207.99908,1278432.6951219512,5.543001175558338e+19,0.0002652919753733883,7409399249090.253,1037074.0,470289,524009432,358474,224932.201303,835646.50089824
2019-06-16,8841.4404296875,9335.8671875,8814.556640625,8994.48828125,8994.48828125,23348550311,17762500.0,159764593329.66913,1166380.6511627906,5.466990328096564e+19,0.0002275328650402637,7409399249090.253,688117.0,341892,524351324,294310,225082.664407,673596.08064364
2019-06-17,8988.923828125,9416.4072265625,8988.923828125,9320.3525390625,9320.3525390625,15562951919,17764137.5,165568017718.888,1225931.06870229,5.293351649844511e+19,0.0003262693341796547,7409399249090.253,748178.0,361073,524712397,304061,225243.261377,1363954.60686178
2019-06-18,9335.466796875,9348.3740234375,9004.9013671875,9081.7626953125,9081.7626953125,15848210536,17766150.0,161347961083.99908,1220732.8260869563,5.423206769518564e+19,0.0003253563493938342,7409399249090.253,941317.0,483120,525195517,394529,225439.799362,2072242.54709304
2019-06-19,9078.7275390625,9299.62109375,9070.3955078125,9273.521484375,9273.521484375,15546809946,17768062.5,164772514335.8859,1237098.614379085,5.465354103743855e+19,0.0002898173882898214,7409399249090.253,878363.0,429046,525624563,371967,225629.07545,2183328.86680637
2019-06-20,9273.060546875,9594.419921875,9232.484375,9527.16015625,9527.16015625,17846823784,17770087.5,169298473047.4522,1165964.3456790124,5.568077702304696e+19,0.0002897081437777268,7409399249090.253,819848.0,390597,526015160,344657,225817.961674,1050514.35819201
2019-06-21,9525.07421875,10144.556640625,9525.07421875,10144.556640625,10144.556640625,20624008643,17771862.5,180287667094.42105,1265663.676056338,5.47753571390043e+19,0.0003690183743394911,7409399249090.253,897485.0,444117,526459277,355597,225997.685916,940575.58859535
2019-06-22,10175.923828125,11157.345703125,10107.03515625,10701.69140625,10701.69140625,29995204861,17773562.5,190207174075.2438,1226589.8014705882,5.3227870453938e+19,0.0003639121308826917,7409399249090.253,833696.0,423961,526883238,338578,226164.502129,1059327.23916085
2019-06-23,10696.69140625,11246.14453125,10556.095703125,10855.37109375,10855.37109375,20998326502,17775812.5,192963039791.24017,1215923.1222222222,5.643437544338894e+19,0.00024346284344370996,7409399249090.253,956041.0,431401,527314639,401172,226383.368291,1202988.78693061
2019-06-24,10853.744140625,11065.896484375,10610.427734375,11011.1025390625,11011.1025390625,19271652365,17777837.5,195753590025.28516,1156860.4938271604,5.806703054487843e+19,0.0002531260293776597,7409399249090.253,823036.0,378894,527693533,357891,226570.779691,852718.11400645
2019-06-25,11007.2021484375,11790.9169921875,11007.2021484375,11790.9169921875,11790.9169921875,24879684533,17779887.5,209641169478.63004,1247245.4207317072,5.807060454748256e+19,0.00029055682956914014,7409399249090.253,964957.0,441427,528134960,373741,226775.32794,813582.08045579
2019-06-26,11778.5810546875,13796.4892578125,11755.59765625,13016.2314453125,13016.2314453125,45105733173,17781800.0,231452029629.0156,1253242.77124183,5.656932591265363e+19,0.00039577585057217455,7409399249090.253,975903.0,495109,528630069,384935,226967.074084,1388300.22578742
2019-06-27,13017.125,13311.14453125,10491.8525390625,11182.806640625,11182.806640625,39977475223,17783812.5,198872930205.15347,1227087.3540372672,5.859683712318924e+19,0.0005433883571849504,7934713219630.606,975056.0,496868,529126937,393684,227165.740267,1194436.85550172
2019-06-28,11162.16796875,12445.1748046875,10914.4951171875,12407.33203125,12407.33203125,35087757766,17785612.5,220671999075.2788,1261215.7569444445,5.94657369214909e+19,0.0004981623344247245,7934713219630.606,905761.0,431138,529558075,361618,227346.250217,878534.10727031
2019-06-29,12400.763671875,12400.91015625,11508.37890625,11959.37109375,11959.37109375,29923961128,17787950.0,212732692959.6544,1194594.8663101604,6.195792197295911e+19,0.0003562544248593221,7934713219630.606,996978.0,461456,530019531,411934,227569.639457,740385.23387274
2019-06-30,11931.9912109375,12178.3837890625,10799.0087890625,10817.1552734375,10817.1552734375,27256473494,17789862.5,192435710731.30423,1027428.5816993464,6.16369344626013e+19,0.0003120736971236468,7934713219630.606,681987.0,317003,530336534,332261,227726.83603,2026981.29138555
2019-07-01,10796.9306640625,11206.439453125,10089.314453125,10583.134765625,10583.134765625,29378589324,17791675.0,188291689852.2252,1141090.924137931,6.060640878809858e+19,0.0003425147866300892,7934713219630.606,780875.0,357743,530694277,330623,227892.294214,663418.95030428
2019-07-02,10588.68359375,10912.1884765625,9737.884765625,10801.677734375,10801.677734375,31015895223,17793462.5,192199251074.2132,1288217.958041958,6.04169411493237e+19,0.0003652404545874207,7934713219630.606,835930.0,413870,531108147,346600,228076.509382,730951.22774547
2019-07-03,10818.15625,11968.078125,10818.15625,11961.26953125,11961.26953125,30796494294,17795662.5,212858712267.59256,1182152.5284090908,6.272938412640523e+19,0.00025099251972261576,7934713219630.606,922575.0,442784,531550931,402330,228284.568227,704491.148433
2019-07-04,11972.71875,12006.0751953125,11166.5693359375,11215.4375,11215.4375,25920294033,17797725.0,199609273239.31763,1170372.2727272727,6.266198841912319e+19,0.00023123367026992004,7934713219630.606,854548.0,395493,531946424,370406,228477.679652,698753.79199346
2019-07-05,11203.1025390625,11395.6611328125,10874.96484375,10978.4599609375,10978.4599609375,23838480210,17799975.0,195416312680.5412,1067286.2666666666,6.345837382701652e+19,0.00021702645231748356,7934713219630.606,817855.0,379433,532325857,371761,228669.79118,614103.23926695
2019-07-06,10982.5439453125,11620.96484375,10982.5439453125,11208.55078125,11208.55078125,21092024306,17802350.0,199538545142.6067,937591.2263157896,6.586324949555153e+19,0.00016230650379591593,7934713219630.606,751859.0,379807,532705664,368554,228847.933513,462770.94202326
2019-07-07,11217.6162109375,11541.6201171875,11148.8046875,11450.8466796875,11450.8466796875,19369044277,17804275.0,203874024614.2189,959616.6558441558,6.61863306324012e+19,0.00013699947132552438,7934713219630.606,598852.0,294045,532999709,321767,228995.714478,372184.53055951
2019-07-08,11446.5966796875,12345.8330078125,11393.3740234375,12285.9580078125,12285.9580078125,23482551458,17806387.5,218768532820.7111,988127.8698224853,6.805492461833228e+19,0.00016915146726797952,7934713219630.606,729955.0,350453,533350162,350788,229162.708088,821436.99139716
2019-07-09,12284.326171875,12779.1318359375,12233.26171875,12573.8125,12573.8125,28167921523,17808500.0,223920747754.45596,1134174.6153846155,6.823130470068399e+19,0.0001884521179233059,9064159826491.41,841169.0,417595,533767757,382011,229354.383598,1061439.81556301
2019-07-10,12571.537109375,13129.529296875,11710.978515625,12156.5126953125,12156.5126953125,33627574244,17810162.5,216509465396.7556,1243125.4812030075,6.693201834987443e+19,0.000243162854373168,9064159826491.41,813892.0,400385,534168142,325462,229519.719287,855691.04596365
2019-07-11,12139.7138671875,12144.623046875,11158.9228515625,11358.662109375,11358.662109375,28595327690,17811787.5,202318069411.0017,1274460.4846153846,6.497194842813119e+19,0.0002559348104291112,9064159826491.41,788039.0,372340,534540482,322597,229685.39915,1785693.18565588
2019-07-12,11354.2998046875,11905.4873046875,11179.14453125,11815.986328125,11815.986328125,23534692797,17813725.0,210486737440.53497,1246018.4967741936,6.5468997275637375e+19,0.0002122618629458856,9064159826491.41,875694.0,398334,534938816,353510,229878.532017,1825432.96649866
2019-07-13,11813.126953125,11841.95703125,10908.4794921875,11392.37890625,11392.37890625,21042616384,17815525.0,202961218864.64676,1127608.888888889,6.423930454659304e+19,0.000150676987823241,9064159826491.41,718133.0,331809,535270625,321432,230040.907697,1392984.8000803
2019-07-14,11381.0205078125,11451.2041015625,10234.576171875,10256.05859375,10256.05859375,22486000001,17817350.0,182735779916.7617,936393.116438356,6.488294453039644e+19,0.00013339111328913606,9064159826491.41,584855.0,280938,535551563,307108,230177.621092,1355476.52852911
2019-07-15,10257.8388671875,11052.7666015625,9992.0068359375,10895.08984375,10895.08984375,25384047207,17819125.0,194140959680.25403,1062439.873239437,6.437096516796151e+19,0.00016974624148069983,9064159826491.41,682644.0,316965,535868528,324117,230328.487554,1178384.88603351
2019-07-16,10896.6533203125,10996.6328125,9448.1064453125,9477.6416015625,9477.6416015625,24151199070,17821100.0,168902006600.92358,1150861.7911392406,6.483910303061393e+19,0.0001777986969774702,9064159826491.41,798748.0,400012,536268540,366448,230510.323717,1105031.97701922
